Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,4.57243,51433087.42866,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,6.24508,63440364.24858,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,5.27061,112827883.38958,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,8.6486,97283986.63376,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,1.53014,15543895.64088,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,28.61229,612502657.56585,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,16.06538,180711760.0008,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,42.50554,431790899.66092,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,19.76353,423077571.40256,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,30.19575,339657505.13386,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,8.21188,83420066.31223,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,85.95643,1840067673.58156,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,75.97571,854614287.04418,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,8.31557,84473398.41011,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,1.02843,22015577.8619,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,1.34065,15080288.16623,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.68271,6935289.57017,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,88.69256,900979965.99682,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,2.49878,53491305.46815,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,4.4209,49728565.08037,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.3704,3762739.77516,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,10.51637,225123640.47858,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,18.26275,205428909.04512,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,1.93875,19694732.57774,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,40.70285,877518704.13628,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,41.15725,456917952.87859,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,40.22045,420600753.38889,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,5.30892,114455707.8832,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,4.62344,51328274.05544,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,6.03664,63127433.59456,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,4.97283,107209957.77381,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,8.28464,91974106.68405,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,1.45695,15235853.58459,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,30.55708,658784547.90194,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,17.4094,193274992.67824,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,44.5149,465509547.56749,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,18.45833,397945811.20693,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,28.52527,316680788.84467,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,7.77107,81265031.99447,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,86.68607,1868877657.76538,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,76.91527,853894933.61432,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,8.36059,87429880.31558,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,1.03253,22260497.22948,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,1.39034,15435209.1961,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.65268,6825288.32491,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,88.69834,927552797.07447,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,2.31611,49933340.71472,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,4.15879,46169927.33684,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.35988,3763414.74678,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,9.9653,214843271.35011,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,17.5356,194676039.22194,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,1.92852,20167239.66826,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,40.32761,875553372.32616,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,41.71631,456856593.57249,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,38.91412,418696777.29041,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,5.23807,113723817.06853,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,4.66277,51064424.10674,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,5.82363,62659392.90682,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,4.67832,101571188.50691,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,7.91442,86674869.54601,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,1.38448,14896318.23411,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,32.57721,707284267.79558,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,18.84685,206401463.57624,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,46.55258,500882805.71996,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,17.17879,372969005.30499,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,26.85964,294153631.87353,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,7.32518,78815372.3787,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,87.39582,1897452104.33588,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,77.85386,852617301.31724,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,8.40573,90441463.68957,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,1.03518,22474911.54594,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,1.44036,15774116.08406,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.62278,6700795.35778,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,88.70234,954393385.79938,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,2.15474,46781505.35785,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,3.92823,43020016.01068,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.3496,3761488.96312,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,9.41426,204393076.90486,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,16.77755,183739543.78289,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,1.91956,20653532.72016,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,39.86202,871533684.04769,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,42.19609,455688910.23014,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,37.58388,415844771.63288,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,5.15496,112706840.9489,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,4.68965,50644959.262,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,5.60913,62061881.58833,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,4.3871,95918508.38054,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,7.53656,81389639.69689,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,1.31311,14528867.74786,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,34.67015,758019880.26376,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,20.37799,220068310.74788,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,48.61984,537951571.54329,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,15.92576,348197053.35693,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,25.19972,272139678.77802,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,6.87403,76057373.86764,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,88.08585,1925887932.92778,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,78.79383,850919398.62742,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,8.4523,93520010.18818,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,1.03616,22654261.06611,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,1.49006,16091591.07318,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,0.59313,6562669.84134,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,88.70292,981448516.53801,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,1.98051,43301394.99636,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,3.6616,39542764.30546,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,0.3397,3758630.20719,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,8.89748,194532346.85608,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,16.05451,173377707.33567,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,1.91195,21154639.60418,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,39.30111,865334519.69185,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,42.58183,453294526.85036,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,36.23028,412039998.50404,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,5.05879,111384728.69179,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,4.70441,50079640.66181,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,5.3905,61305088.48722,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,4.10004,90274913.68472,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,7.15342,76150013.91959,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,1.24199,14124901.30653,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,36.84138,811175868.88655,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,22.015,234355365.85545,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,50.71927,576820502.05409,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,14.69868,323636564.04509,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,23.54534,250646262.4058,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,6.41797,72990299.81698,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,88.75586,1954232365.16768,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,79.73371,848785935.20463,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,8.50096,96679735.38475,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,1.0357,22804103.09681,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,1.53983,16391879.62326,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,0.56382,6412223.76832,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,88.69987,1008766601.98382,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,1.81145,39884568.34678,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,3.39415,36131621.37548,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,0.32999,3752947.73486,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,8.397,184885632.0788,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,15.33231,163216347.56524,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,1.90536,21669281.29825,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,38.6444,856912336.33285,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,42.88736,450738274.32316,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,34.82145,406174061.90007,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,4.94853,109730227.04386,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,4.70035,49399854.37243,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,5.17214,60330372.7521,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,3.81832,84668656.10342,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,6.75749,71019933.81376,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,1.17011,13648721.9777,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,39.0816,866606893.04839,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,23.77421,249862618.20181,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,52.87371,616744277.08301,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,13.50715,299511427.47149,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,21.88059,229960935.42684,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,5.96259,69550494.14829,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,89.39708,1982317248.01627,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,80.68869,848023300.15215,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,7.91369,92309086.51223,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,1.03403,22928927.07403,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,1.5873,16682232.32697,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,0.53553,6246694.69205,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,89.32973,1041984812.70365,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,1.64894,36564189.1578,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,3.12311,32823290.63155,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,0.32071,3740898.36659,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,7.91995,175619213.21316,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,14.6009,153452779.87639,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,1.90034,22166435.58664,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,37.90383,846462489.61412,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,43.10255,447414425.4068,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,33.38864,399048069.65195,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,4.82524,107756548.37414,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,4.68174,48597553.82575,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,4.94988,59158994.5508,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,3.54191,79097318.63551,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,6.35167,65931776.17821,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,1.10157,13165544.96134,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,41.3858,924221224.43405,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,25.64133,266162952.5677,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,55.06021,658058259.41909,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,12.34321,275646717.93994,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,20.2227,209916317.4705,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,5.49971,65730402.71682,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,90.01572,2010217019.0658,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,81.64679,847512475.07801,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,7.32161,87504997.32696,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,1.03111,23026678.64378,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,1.63401,16961439.60552,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,0.50748,6065239.58243,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,89.96271,1075199525.84111,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,1.49012,33277019.67718,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,2.85083,29592298.46872,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,0.3083,3684722.4154,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,7.46305,166663566.52808,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,13.86836,143956781.24841,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,1.89989,22706786.13409,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,37.08365,833980506.33254,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,43.23038,443069078.22011,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,31.93683,390911429.23982,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,4.68908,105453396.97655,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,4.64971,47654947.39415,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,4.72204,57798449.28139,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,3.26939,73525860.43987,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,5.94047,60883982.71318,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,1.03282,12641878.98599,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,43.75364,983982871.82475,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,27.60309,282904700.7979,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,57.27695,701078159.61277,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,11.20424,251974081.42403,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,18.57636,190389506.80667,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,5.03136,61584576.33002,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,90.61541,2037865100.31945,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,82.60299,846599866.70407,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,6.72271,82286938.61908,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,1.0267,23089678.84666,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,1.68027,17221093.37426,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,0.47945,5868585.76887,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,90.60173,1108978265.3308,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,1.33479,30018338.44876,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,2.56986,26338544.2561,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,0.30063,3679794.78469,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,7.0231,157943648.03818,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,13.14689,134742740.37375,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,1.89548,23200908.94656,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,36.18781,819440525.29129,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,43.27446,437696287.38996,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,30.4672,381744237.257,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,4.53978,102799316.65852,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,4.60358,46562535.24474,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,4.48829,56236781.70241,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,2.99339,67782705.41886,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,5.50778,55707979.6603,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,0.96369,12074724.84003,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,46.18239,1045758836.70483,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,29.65629,299956302.55949,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,59.52287,745802544.82081,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,10.09663,228629234.92423,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,16.9579,171519422.0775,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,4.55796,57109807.771,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,91.21537,2065490528.47532,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,83.58836,845448180.33039,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,6.12517,76746427.76896,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,1.00236,22697574.74425,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,1.69505,17144414.60217,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,0.4432,5553159.90075,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,91.24701,1143295924.85632,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,1.18817,26904986.00999,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,2.29915,23254589.30148,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,0.29134,3650396.2935,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,6.5941,149317554.1038,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,12.41745,125595361.67667,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,1.89328,23722187.57046,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,35.21886,802810175.80451,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,43.2377,431342582.7983,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,28.9783,371467592.72921,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,4.37728,99779693.52074,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,4.542,45311348.44277,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,4.24909,54468345.00834,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,2.72799,62184251.16126,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,5.08448,50723161.99828,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,0.89408,11461089.21781,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,48.66741,1109368657.17695,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,31.79672,317206499.44565,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,61.79681,792162156.1393,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,9.00846,205346850.33655,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,15.3391,153024069.929,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,4.08172,52322774.62534,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,91.78484,2092225986.40025,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,84.53983,843375852.65543,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,5.52584,70834689.33637,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,0.98824,22526801.28324,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,1.74147,17373006.89411,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,0.40205,5153794.40362,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,91.89735,1178015552.84028,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,1.0465,23854953.62422,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,2.02765,20228040.75153,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,0.28294,3626912.89518,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,6.18041,140881806.25366,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,11.69105,116630792.24215,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,1.89183,24251008.24199,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,34.18214,784172978.74322,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,43.12425,424073756.4924,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,27.47329,360099226.5665,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,4.20156,96388029.4722,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,4.46508,43908541.78541,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,4.00385,52479488.28596,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,2.46522,56554563.18793,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,4.65281,45754633.53674,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,0.82397,10799929.83599,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,51.20587,1174714627.13782,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,34.0222,334566295.58061,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,64.09799,840148340.53827,Safely managed service
