Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Oceania,total,Sanitation,2016,35.07417,4038319.00644,At least basic
sdg,Oceania,rural,Sanitation,2016,23.72745,2110173.72731,At least basic
sdg,Oceania,urban,Sanitation,2016,73.58578,1928145.38742,At least basic
sdg,Oceania,total,Sanitation,2016,4.37407,503615.62459,Limited service
sdg,Oceania,rural,Sanitation,2016,3.23853,288014.63353,Limited service
sdg,Oceania,urban,Sanitation,2016,8.2282,215600.9816,Limited service
sdg,Oceania,total,Sanitation,2016,14.22015,1637259.06727,Open defecation
sdg,Oceania,rural,Sanitation,2016,17.66509,1571024.92164,Open defecation
sdg,Oceania,urban,Sanitation,2016,2.52776,66234.10624,Open defecation
sdg,Oceania,total,Sanitation,2016,46.33161,5334461.61147,Unimproved
sdg,Oceania,rural,Sanitation,2016,55.36893,4924173.03993,Unimproved
sdg,Oceania,urban,Sanitation,2016,15.65826,410288.56222,Unimproved
sdg,Oceania,total,Drinking water,2016,55.44145,6383337.35131,At least basic
sdg,Oceania,rural,Drinking water,2016,44.58078,3964740.96761,At least basic
sdg,Oceania,urban,Drinking water,2016,39.39772,1032326.3481,Basic service
sdg,Oceania,total,Drinking water,2016,1.89719,218436.21339,Limited service
sdg,Oceania,rural,Drinking water,2016,2.08608,185522.90894,Limited service
sdg,Oceania,urban,Drinking water,2016,1.2561,32913.29952,Limited service
sdg,Oceania,urban,Drinking water,2016,52.90564,1386270.04647,Safely managed service
sdg,Oceania,total,Drinking water,2016,25.4175,2926483.7497,Surface water
sdg,Oceania,rural,Drinking water,2016,32.20233,2863877.16236,Surface water
sdg,Oceania,urban,Drinking water,2016,2.38932,62606.5162,Surface water
sdg,Oceania,total,Drinking water,2016,17.24386,1985398.11913,Unimproved
sdg,Oceania,rural,Drinking water,2016,21.13082,1879245.2939,Unimproved
sdg,Oceania,urban,Drinking water,2016,4.05122,106152.89418,Unimproved
sdg,Oceania,total,Hygiene,2017,35.88337,4205469.77307,Basic service
sdg,Oceania,rural,Hygiene,2017,27.08252,2450536.99417,Basic service
sdg,Oceania,urban,Hygiene,2017,65.69284,1754932.89612,Basic service
sdg,Oceania,total,Hygiene,2017,29.18954,3420964.83803,Limited service
sdg,Oceania,rural,Hygiene,2017,30.88418,2794526.97524,Limited service
sdg,Oceania,urban,Hygiene,2017,23.44961,626437.95974,Limited service
sdg,Oceania,total,Hygiene,2017,34.92709,4093396.38271,No handwashing facility
sdg,Oceania,rural,Hygiene,2017,42.0333,3803345.57834,No handwashing facility
sdg,Oceania,urban,Hygiene,2017,10.85755,290050.92129,No handwashing facility
sdg,Oceania,total,Sanitation,2017,34.79049,4077386.53794,At least basic
sdg,Oceania,rural,Sanitation,2017,23.72524,2146757.11798,At least basic
sdg,Oceania,urban,Sanitation,2017,72.26974,1930629.70283,At least basic
sdg,Oceania,total,Sanitation,2017,4.53782,531825.2383,Limited service
sdg,Oceania,rural,Sanitation,2017,3.31233,299713.50029,Limited service
sdg,Oceania,urban,Sanitation,2017,8.6887,232111.75282,Limited service
sdg,Oceania,total,Sanitation,2017,14.48282,1697361.84619,Open defecation
sdg,Oceania,rural,Sanitation,2017,17.89796,1619480.86654,Open defecation
sdg,Oceania,urban,Sanitation,2017,2.91534,77881.02822,Open defecation
sdg,Oceania,total,Sanitation,2017,46.18887,5413257.21177,Unimproved
sdg,Oceania,rural,Sanitation,2017,55.06446,4982458.1106,Unimproved
sdg,Oceania,urban,Sanitation,2017,16.12622,430799.2495,Unimproved
sdg,Oceania,total,Drinking water,2017,55.89285,6550547.44019,At least basic
sdg,Oceania,rural,Drinking water,2017,45.11111,4081837.70136,At least basic
sdg,Oceania,urban,Drinking water,2017,39.53775,1056220.00182,Basic service
sdg,Oceania,total,Drinking water,2017,1.95144,228705.36074,Limited service
sdg,Oceania,rural,Drinking water,2017,2.19201,198341.69184,Limited service
sdg,Oceania,urban,Drinking water,2017,1.13661,30363.67541,Limited service
sdg,Oceania,urban,Drinking water,2017,52.87409,1412490.07627,Safely managed service
sdg,Oceania,total,Drinking water,2017,24.74125,2899633.12412,Surface water
sdg,Oceania,rural,Drinking water,2017,31.31136,2833180.47958,Surface water
sdg,Oceania,urban,Drinking water,2017,2.48754,66452.72764,Surface water
sdg,Oceania,total,Drinking water,2017,17.41446,2040944.94319,Unimproved
sdg,Oceania,rural,Drinking water,2017,21.38552,1935049.69937,Unimproved
sdg,Oceania,urban,Drinking water,2017,3.96401,105895.296,Unimproved
sdg,Oceania,total,Hygiene,2018,36.15822,4313509.0195,Basic service
sdg,Oceania,rural,Hygiene,2018,27.24094,2507299.13415,Basic service
sdg,Oceania,urban,Hygiene,2018,66.27363,1806209.82235,Basic service
sdg,Oceania,total,Hygiene,2018,28.80423,3436212.00083,Limited service
sdg,Oceania,rural,Hygiene,2018,30.49536,2806841.02544,Limited service
sdg,Oceania,urban,Hygiene,2018,23.09294,629370.88039,Limited service
sdg,Oceania,total,Hygiene,2018,35.03755,4179818.10626,No handwashing facility
sdg,Oceania,rural,Hygiene,2018,42.26369,3890016.23916,No handwashing facility
sdg,Oceania,urban,Hygiene,2018,10.63343,289801.72521,No handwashing facility
sdg,Oceania,total,Sanitation,2018,34.78784,4150029.15442,At least basic
sdg,Oceania,rural,Sanitation,2018,23.75322,2186283.65769,At least basic
sdg,Oceania,urban,Sanitation,2018,72.05394,1963745.41448,At least basic
sdg,Oceania,total,Sanitation,2018,4.57987,546356.97849,Limited service
sdg,Oceania,rural,Sanitation,2018,3.39133,312143.37205,Limited service
sdg,Oceania,urban,Sanitation,2018,8.59379,234213.59876,Limited service
sdg,Oceania,total,Sanitation,2018,14.64555,1747146.37308,Open defecation
sdg,Oceania,rural,Sanitation,2018,18.11041,1666910.30918,Open defecation
sdg,Oceania,urban,Sanitation,2018,2.94403,80236.00232,Open defecation
sdg,Oceania,total,Sanitation,2018,45.98674,5486006.66618,Unimproved
sdg,Oceania,rural,Sanitation,2018,54.74504,5038819.13065,Unimproved
sdg,Oceania,urban,Sanitation,2018,16.40825,447187.47959,Unimproved
sdg,Oceania,total,Drinking water,2018,56.33602,6720627.19166,At least basic
sdg,Oceania,rural,Drinking water,2018,45.62758,4199634.05887,At least basic
sdg,Oceania,urban,Drinking water,2018,39.67115,1081190.55895,Basic service
sdg,Oceania,total,Drinking water,2018,2.0067,239389.95793,Limited service
sdg,Oceania,rural,Drinking water,2018,2.30045,211736.58548,Limited service
sdg,Oceania,urban,Drinking water,2018,1.01466,27653.36493,Limited service
sdg,Oceania,urban,Drinking water,2018,52.82936,1439802.16375,Safely managed service
sdg,Oceania,total,Drinking water,2018,24.06053,2870310.80482,Surface water
sdg,Oceania,rural,Drinking water,2018,30.41808,2799727.46919,Surface water
sdg,Oceania,urban,Drinking water,2018,2.58985,70583.23107,Surface water
sdg,Oceania,total,Drinking water,2018,17.59675,2099211.19451,Unimproved
sdg,Oceania,rural,Drinking water,2018,21.65389,1993058.13841,Unimproved
sdg,Oceania,urban,Drinking water,2018,3.89498,106153.10925,Unimproved
sdg,Oceania,total,Hygiene,2019,36.15368,4389702.02987,Basic service
sdg,Oceania,rural,Hygiene,2019,27.21393,2547234.76459,Basic service
sdg,Oceania,urban,Hygiene,2019,66.23418,1842467.47158,Basic service
sdg,Oceania,total,Hygiene,2019,28.8009,3496944.16907,Limited service
sdg,Oceania,rural,Hygiene,2019,30.49609,2854446.03624,Limited service
sdg,Oceania,urban,Hygiene,2019,23.09693,642498.28989,Limited service
sdg,Oceania,total,Hygiene,2019,35.04542,4255139.56837,No handwashing facility
sdg,Oceania,rural,Hygiene,2019,42.28998,3958358.13567,No handwashing facility
sdg,Oceania,urban,Hygiene,2019,10.66889,296781.61952,No handwashing facility
sdg,Oceania,total,Sanitation,2019,34.76283,4220828.28371,At least basic
sdg,Oceania,rural,Sanitation,2019,23.76517,2224428.90664,At least basic
sdg,Oceania,urban,Sanitation,2019,71.76781,1996399.30404,At least basic
sdg,Oceania,total,Sanitation,2019,4.65077,564686.75195,Limited service
sdg,Oceania,rural,Sanitation,2019,3.47034,324824.74763,Limited service
sdg,Oceania,urban,Sanitation,2019,8.62271,239862.03088,Limited service
sdg,Oceania,total,Sanitation,2019,14.79178,1795985.8925,Open defecation
sdg,Oceania,rural,Sanitation,2019,18.32057,1714812.04736,Open defecation
sdg,Oceania,urban,Sanitation,2019,2.91809,81173.9236,Open defecation
sdg,Oceania,total,Sanitation,2019,45.79462,5560285.26234,Unimproved
sdg,Oceania,rural,Sanitation,2019,54.44393,5095973.17159,Unimproved
sdg,Oceania,urban,Sanitation,2019,16.69138,464312.10286,Unimproved
sdg,Oceania,total,Drinking water,2019,56.83689,6901013.69544,At least basic
sdg,Oceania,rural,Drinking water,2019,46.21218,4325477.78649,At least basic
sdg,Oceania,urban,Drinking water,2019,39.82255,1107762.83267,Basic service
sdg,Oceania,total,Drinking water,2019,2.06135,250285.08392,Limited service
sdg,Oceania,rural,Drinking water,2019,2.40884,225468.21612,Limited service
sdg,Oceania,urban,Drinking water,2019,0.89213,24816.87886,Limited service
sdg,Oceania,urban,Drinking water,2019,52.76445,1467773.76338,Safely managed service
sdg,Oceania,total,Drinking water,2019,23.37106,2837664.5571,Surface water
sdg,Oceania,rural,Drinking water,2019,29.5162,2762727.68718,Surface water
sdg,Oceania,urban,Drinking water,2019,2.69388,74936.99342,Surface water
sdg,Oceania,total,Drinking water,2019,17.73069,2152822.46444,Unimproved
sdg,Oceania,rural,Drinking water,2019,21.86279,2046365.41322,Unimproved
sdg,Oceania,urban,Drinking water,2019,3.82698,106456.91267,Unimproved
sdg,Oceania,total,Hygiene,2020,35.97746,4445265.69838,Basic service
sdg,Oceania,rural,Hygiene,2020,27.1887,2587124.7001,Basic service
sdg,Oceania,total,Hygiene,2020,28.45916,3516326.57675,Limited service
sdg,Oceania,rural,Hygiene,2020,29.65682,2821977.7713,Limited service
sdg,Oceania,total,Hygiene,2020,35.56338,4394102.72487,No handwashing facility
sdg,Oceania,rural,Hygiene,2020,43.15448,4106339.60229,No handwashing facility
sdg,Oceania,total,Sanitation,2020,34.71008,4288671.51936,At least basic
sdg,Oceania,rural,Sanitation,2020,23.76008,2260876.49969,At least basic
sdg,Oceania,urban,Sanitation,2020,71.39487,2027794.87428,At least basic
sdg,Oceania,total,Sanitation,2020,4.75196,587137.4636,Limited service
sdg,Oceania,rural,Sanitation,2020,3.56769,339481.93351,Limited service
sdg,Oceania,urban,Sanitation,2020,8.71949,247655.52867,Limited service
sdg,Oceania,total,Sanitation,2020,14.94375,1846403.58243,Open defecation
sdg,Oceania,rural,Sanitation,2020,18.53629,1763809.94995,Open defecation
sdg,Oceania,urban,Sanitation,2020,2.90797,82593.60764,Open defecation
sdg,Oceania,total,Sanitation,2020,45.59422,5633482.4804,Unimproved
sdg,Oceania,rural,Sanitation,2020,54.13594,5151273.60443,Unimproved
sdg,Oceania,urban,Sanitation,2020,16.97767,482208.71012,Unimproved
sdg,Oceania,total,Drinking water,2020,57.34742,7085672.74463,At least basic
sdg,Oceania,rural,Drinking water,2020,46.80245,4453460.21745,At least basic
sdg,Oceania,urban,Drinking water,2020,39.97695,1135446.54833,Basic service
sdg,Oceania,total,Drinking water,2020,2.11787,261677.40218,Limited service
sdg,Oceania,rural,Drinking water,2020,2.52051,239837.53026,Limited service
sdg,Oceania,urban,Drinking water,2020,0.76894,21839.86869,Limited service
sdg,Oceania,urban,Drinking water,2020,52.69835,1496766.24642,Safely managed service
sdg,Oceania,total,Drinking water,2020,22.67258,2801354.27111,Surface water
sdg,Oceania,rural,Drinking water,2020,28.60486,2721879.00661,Surface water
sdg,Oceania,urban,Drinking water,2020,2.79817,79475.22548,Surface water
sdg,Oceania,total,Drinking water,2020,17.86213,2206990.35084,Unimproved
sdg,Oceania,rural,Drinking water,2020,22.07218,2100265.3833,Unimproved
sdg,Oceania,urban,Drinking water,2020,3.75758,106724.84128,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2000,8.41442,53302124.53408,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,2.78888,12088387.63532,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,20.60558,41213736.76767,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2000,15.17019,96097389.48662,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,8.47346,36728178.37846,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,29.68274,59369210.76524,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2000,32.29815,204596499.6787,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2000,42.81085,185563378.61149,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2000,9.51596,19033119.57364,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2000,14.29702,90566171.56527,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,13.53512,58667897.38593,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,15.94814,31898273.68543,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2000,29.82023,188899802.73534,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2000,32.39169,140401606.66836,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2000,24.24758,48498196.82302,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2000,27.76704,175893652.29082,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,23.79322,103131563.04947,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,36.37876,72762088.35833,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2000,9.0031,57031246.26709,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,8.84228,38326822.3331,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,9.35163,18704423.61301,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2000,17.05964,108066342.7042,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,6.23538,27027220.30506,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,40.51702,81039122.11512,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2000,18.71044,118523531.71284,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2000,25.67927,111306654.53393,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2000,3.60821,7216876.28632,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2000,27.45977,173947215.02631,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2000,35.44985,153657188.45845,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2000,10.14438,20290027.24222,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2001,8.55541,55625539.37749,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,2.82677,12493710.76351,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,20.71636,43131828.2207,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2001,15.39464,100092801.62852,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,8.54496,37766813.52678,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,29.93538,62325987.7724,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2001,31.58704,205372416.141,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2001,42.0871,186015558.64609,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2001,9.29716,19356859.50087,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2001,14.59207,94874619.12496,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,13.77661,60889552.42763,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,16.32314,33985067.00505,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2001,29.87083,194213995.22868,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2001,32.76455,144811993.90862,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2001,23.72795,49402000.28577,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2001,28.31884,184123281.70055,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,24.52179,108380809.09467,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,36.37937,75742472.96111,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2001,9.2878,60387371.45003,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,9.21391,40723439.17794,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,9.44465,19663932.51658,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2001,17.41102,113202867.21772,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,6.4151,28353318.4726,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,40.75352,84849548.01705,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2001,18.27175,118799132.71427,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2001,25.19411,111352334.68549,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2001,3.57672,7446799.28205,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2001,26.71059,173666718.41808,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2001,34.65509,153167727.8415,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2001,9.84573,20498990.00802,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2002,8.68788,57978132.76005,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,2.86676,12916798.60724,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,20.78722,45061334.30395,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2002,15.56124,103847179.85408,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,8.56807,38605222.39696,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,30.09673,65241957.93068,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2002,30.85677,205921110.49095,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2002,41.32165,186183258.11438,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2002,9.10526,19737854.75518,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2002,14.93163,99645447.08119,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,14.0846,63461057.77808,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,16.6922,36184390.10472,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2002,29.96248,199953065.81307,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2002,33.15891,149404340.26469,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2002,23.3186,50548722.03246,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2002,28.81672,192306928.03246,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,25.21184,113597155.32885,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,36.30956,78709774.13358,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2002,9.53017,63599079.22908,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,9.60178,43262793.98107,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,9.38132,20336285.79544,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2002,17.87748,119304431.43129,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,6.62923,29869378.61521,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,41.25723,89435053.17013,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2002,17.65077,117791509.59301,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2002,24.46821,110246595.69971,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2002,3.48054,7544915.30263,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2002,26.12487,174342987.71416,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2002,34.08894,153594753.53652,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2002,9.57135,20748230.72521,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2003,8.81573,60389722.87396,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,2.90288,13333448.8714,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,20.84869,47056274.03292,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2003,15.7215,107695720.02683,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,8.58838,39447982.95105,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,30.23776,68247737.01523,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2003,30.12337,206351717.97406,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2003,40.54575,186234034.00019,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2003,8.91332,20117683.04509,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2003,15.28247,104688254.09083,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,14.40502,66164883.94019,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,17.06812,38523369.88693,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2003,30.05693,205896591.035,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2003,33.55798,154137955.40541,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2003,22.93212,51758632.46313,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2003,29.29966,200709114.07915,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,25.8904,118919343.43015,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,36.23767,81789770.20247,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2003,9.76707,66906607.24929,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,9.99236,45896747.93354,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,9.3086,21009859.12102,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2003,18.35776,125754719.00899,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,6.86215,31519127.78813,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,41.7519,94235591.25683,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2003,17.0267,116636633.81371,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2003,23.74003,109042294.84502,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2003,3.36474,7594338.41607,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2003,25.5488,175014931.84886,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2003,33.51506,153940791.17186,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2003,9.33708,21074137.44713,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2004,8.94595,62915676.24911,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,2.93755,13755040.71423,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,20.91607,49160636.17265,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2004,15.88469,111714860.10125,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,8.61473,40338394.19034,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,30.36809,71376466.83357,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2004,29.38623,206669417.14923,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2004,39.76073,186179160.25423,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2004,8.71786,20490257.13352,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2004,15.6346,109956063.56517,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,14.7227,68938884.19619,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,17.45132,41017179.89278,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2004,30.14853,212030540.93523,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2004,33.96429,159037390.77568,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2004,22.54666,52993149.55527,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2004,29.74115,209165515.69144,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,26.58138,124466997.14586,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,36.03614,84698519.62895,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2004,9.9902,70259730.87112,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,10.37704,48590353.88481,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,9.21953,21669377.26138,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2004,18.89758,132904120.48705,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,7.10196,33254832.12288,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,42.39715,99649289.6564,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2004,16.4064,115384008.25062,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2004,23.01155,107751303.14853,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2004,3.24744,7632705.18506,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2004,24.96467,175573182.69977,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2004,32.92808,154185383.82858,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2004,9.09973,21387797.85625,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2005,9.07859,65565339.27917,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,2.97436,14197571.12842,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,20.978,51367768.89178,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2005,16.05179,115925546.74999,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,8.64023,41242602.357,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,30.49964,74682945.61213,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2005,28.64218,206852976.02153,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2005,38.96403,185987824.45783,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2005,8.52108,20865153.09916,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2005,15.99328,115503032.75067,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,15.04517,71815437.36777,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,17.8415,43687596.42286,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2005,30.23415,218350178.09864,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2005,34.3762,164088644.90686,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2005,22.15978,54261534.31343,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2005,30.1774,217940294.9672,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,27.27664,130200138.84029,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,35.83205,87740158.11896,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2005,10.20627,73709359.92091,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,10.76254,51373044.36539,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,9.12189,22336316.18735,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2005,19.4554,140506335.62649,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,7.34844,35076458.64056,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,43.05633,105429878.54802,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2005,15.77059,113894713.08048,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2005,22.25675,106238622.84557,Surface water
